,correct,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
378,1,0,8,3,18,0,12,15,3,21,10.0
379,0,0,8,3,18,0,12,15,3,21,11.0
380,1,0,8,3,18,0,12,15,6,24,12.0
381,1,0,8,3,18,0,12,15,6,24,13.0
382,1,0,8,3,18,0,12,15,6,24,14.0
426,1,0,9,6,23,1,18,5,12,35,0.0
427,1,0,9,6,23,1,18,5,12,29,1.0
428,1,0,9,6,23,1,18,5,6,35,2.0
429,1,0,9,6,23,1,18,5,6,29,3.0
459,0,0,10,3,28,0,9,10,3,28,0.0
460,1,0,10,3,28,0,9,10,3,28,1.0
461,1,0,10,3,28,0,9,10,3,28,2.0
462,1,0,10,3,28,0,9,10,6,31,3.0
463,1,0,10,3,28,0,9,10,6,31,4.0
464,1,0,10,3,28,0,9,10,6,34,5.0
465,1,0,10,3,28,0,9,10,6,34,6.0
466,1,0,10,3,28,0,9,10,3,31,7.0
467,1,0,10,3,28,0,9,10,3,28,8.0
468,1,0,10,3,28,0,9,10,3,31,9.0
542,0,1,1,3,23,0,18,15,3,23,0.0
543,0,1,1,3,23,0,18,15,3,26,1.0
544,1,1,1,3,23,0,18,15,3,26,2.0
545,1,1,1,3,23,0,18,15,6,26,3.0
546,0,1,1,3,23,0,18,15,6,23,4.0
547,0,1,1,3,23,0,18,15,3,23,5.0
549,1,1,1,3,23,0,18,15,3,23,7.0
550,0,1,1,3,23,0,18,15,6,20,8.0
551,1,1,1,3,23,0,18,15,3,23,9.0
552,0,1,1,3,23,0,18,15,6,23,10.0
555,0,1,1,3,23,0,18,15,3,26,13.0
556,0,1,1,3,23,0,18,15,6,20,14.0
599,1,1,2,6,28,1,18,5,18,40,0.0
600,1,1,2,6,28,1,18,5,6,28,1.0
601,1,1,2,6,28,1,18,5,12,34,2.0
602,0,1,2,6,28,1,18,5,12,28,3.0
603,1,1,2,6,28,1,18,5,12,40,4.0
638,1,1,3,3,23,0,15,10,3,23,0.0
639,0,1,3,3,23,0,15,10,3,26,1.0
640,1,1,3,3,23,0,15,10,6,26,2.0
641,1,1,3,3,23,0,15,10,9,29,3.0
642,1,1,3,3,23,0,15,10,3,26,4.0
643,1,1,3,3,23,0,15,10,6,26,5.0
644,1,1,3,3,23,0,15,10,9,29,6.0
645,1,1,3,3,23,0,15,10,6,26,7.0
646,1,1,3,3,23,0,15,10,3,26,8.0
647,0,1,3,3,23,0,15,10,9,20,9.0
682,0,1,4,6,28,0,12,5,6,34,0.0
683,0,1,4,6,28,0,12,5,12,28,1.0
684,0,1,4,6,28,0,12,5,12,28,2.0
685,1,1,4,6,28,0,12,5,12,34,3.0
686,1,1,4,6,28,0,12,5,6,28,4.0
730,1,1,5,3,18,1,18,5,9,24,0.0
731,1,1,5,3,18,1,18,5,3,24,1.0
732,1,1,5,3,18,1,18,5,3,24,2.0
733,1,1,5,3,18,1,18,5,6,24,3.0
734,0,1,5,3,18,1,18,5,3,15,4.0
761,1,1,6,6,18,0,12,10,12,24,0.0
762,1,1,6,6,18,0,12,10,6,24,1.0
763,0,1,6,6,18,0,12,10,6,24,2.0
764,0,1,6,6,18,0,12,10,6,12,3.0
765,0,1,6,6,18,0,12,10,6,24,4.0
767,1,1,6,6,18,0,12,10,12,24,6.0
768,1,1,6,6,18,0,12,10,18,30,7.0
769,1,1,6,6,18,0,12,10,18,30,8.0
770,1,1,6,6,18,0,12,10,12,30,9.0
805,0,1,7,3,23,1,9,10,9,20,0.0
807,0,1,7,3,23,1,9,10,6,23,2.0
808,1,1,7,3,23,1,9,10,6,26,3.0
809,1,1,7,3,23,1,9,10,3,26,4.0
811,0,1,7,3,23,1,9,10,3,20,6.0
812,0,1,7,3,23,1,9,10,3,26,7.0
813,1,1,7,3,23,1,9,10,3,23,8.0
814,1,1,7,3,23,1,9,10,3,26,9.0
860,0,1,8,3,28,1,12,15,3,28,0.0
861,1,1,8,3,28,1,12,15,6,34,1.0
862,1,1,8,3,28,1,12,15,9,34,2.0
863,1,1,8,3,28,1,12,15,9,34,3.0
864,1,1,8,3,28,1,12,15,9,34,4.0
865,1,1,8,3,28,1,12,15,6,34,5.0
866,1,1,8,3,28,1,12,15,6,34,6.0
867,1,1,8,3,28,1,12,15,6,31,7.0
868,1,1,8,3,28,1,12,15,9,34,8.0
869,1,1,8,3,28,1,12,15,3,28,9.0
870,1,1,8,3,28,1,12,15,9,34,10.0
871,1,1,8,3,28,1,12,15,6,34,11.0
873,1,1,8,3,28,1,12,15,3,34,13.0
874,1,1,8,3,28,1,12,15,3,28,14.0
952,0,1,10,3,28,1,15,15,3,25,0.0
953,0,1,10,3,28,1,15,15,3,31,1.0
954,0,1,10,3,28,1,15,15,6,28,2.0
955,0,1,10,3,28,1,15,15,9,25,3.0
956,0,1,10,3,28,1,15,15,9,25,4.0
957,1,1,10,3,28,1,15,15,6,31,5.0
958,0,1,10,3,28,1,15,15,9,25,6.0
959,0,1,10,3,28,1,15,15,6,28,7.0
960,0,1,10,3,28,1,15,15,9,25,8.0
961,1,1,10,3,28,1,15,15,6,31,9.0
962,0,1,10,3,28,1,15,15,3,25,10.0
963,1,1,10,3,28,1,15,15,6,31,11.0
964,0,1,10,3,28,1,15,15,3,25,12.0
965,0,1,10,3,28,1,15,15,6,28,13.0
966,0,1,10,3,28,1,15,15,6,25,14.0
993,1,2,0,6,28,0,9,10,6,28,0.0
994,0,2,0,6,28,0,9,10,6,22,1.0
995,1,2,0,6,28,0,9,10,6,34,2.0
996,0,2,0,6,28,0,9,10,6,28,3.0
997,1,2,0,6,28,0,9,10,18,40,4.0
998,1,2,0,6,28,0,9,10,18,40,5.0
999,1,2,0,6,28,0,9,10,12,40,6.0
1000,0,2,0,6,28,0,9,10,6,28,7.0
1001,1,2,0,6,28,0,9,10,6,40,8.0
1002,1,2,0,6,28,0,9,10,6,28,9.0
1070,1,2,2,3,23,0,12,5,3,23,0.0
1071,1,2,2,3,23,0,12,5,9,29,1.0
1073,1,2,2,3,23,0,12,5,3,29,3.0
1074,1,2,2,3,23,0,12,5,6,29,4.0
1115,1,2,3,6,28,1,15,5,18,40,0.0
1116,1,2,3,6,28,1,15,5,6,40,1.0
1117,0,2,3,6,28,1,15,5,6,22,2.0
1118,1,2,3,6,28,1,15,5,12,34,3.0
1119,1,2,3,6,28,1,15,5,12,40,4.0
1152,1,2,4,6,18,0,15,10,6,24,0.0
1153,1,2,4,6,18,0,15,10,12,24,1.0
1154,1,2,4,6,18,0,15,10,18,30,2.0
1155,1,2,4,6,18,0,15,10,12,24,3.0
1157,1,2,4,6,18,0,15,10,6,24,5.0
1159,1,2,4,6,18,0,15,10,6,30,7.0
1160,1,2,4,6,18,0,15,10,6,24,8.0
1161,1,2,4,6,18,0,15,10,6,18,9.0
1239,1,2,6,3,23,0,18,15,6,26,0.0
1240,1,2,6,3,23,0,18,15,3,23,1.0
1241,1,2,6,3,23,0,18,15,9,29,2.0
1242,1,2,6,3,23,0,18,15,6,26,3.0
1243,1,2,6,3,23,0,18,15,3,26,4.0
1244,1,2,6,3,23,0,18,15,3,23,5.0
1245,1,2,6,3,23,0,18,15,9,29,6.0
1246,0,2,6,3,23,0,18,15,3,23,7.0
1247,1,2,6,3,23,0,18,15,3,23,8.0
1248,1,2,6,3,23,0,18,15,9,29,9.0
1249,1,2,6,3,23,0,18,15,6,29,10.0
1250,1,2,6,3,23,0,18,15,9,29,11.0
1251,1,2,6,3,23,0,18,15,3,29,12.0
1252,1,2,6,3,23,0,18,15,3,26,13.0
1253,1,2,6,3,23,0,18,15,6,26,14.0
1291,0,2,7,6,18,1,18,15,6,18,0.0
1292,1,2,7,6,18,1,18,15,12,24,1.0
1293,1,2,7,6,18,1,18,15,6,24,2.0
1294,1,2,7,6,18,1,18,15,12,30,3.0
1295,1,2,7,6,18,1,18,15,6,18,4.0
1296,1,2,7,6,18,1,18,15,12,24,5.0
1297,1,2,7,6,18,1,18,15,18,30,6.0
1298,1,2,7,6,18,1,18,15,12,30,7.0
1299,1,2,7,6,18,1,18,15,6,18,8.0
1300,1,2,7,6,18,1,18,15,12,24,9.0
1301,0,2,7,6,18,1,18,15,6,24,10.0
1302,0,2,7,6,18,1,18,15,6,24,11.0
1303,1,2,7,6,18,1,18,15,6,24,12.0
1304,0,2,7,6,18,1,18,15,6,24,13.0
1305,1,2,7,6,18,1,18,15,12,30,14.0
1343,1,2,8,3,28,1,18,15,3,28,0.0
1344,0,2,8,3,28,1,18,15,3,28,1.0
1345,0,2,8,3,28,1,18,15,3,28,2.0
1346,0,2,8,3,28,1,18,15,6,25,3.0
1347,1,2,8,3,28,1,18,15,3,28,4.0
1348,1,2,8,3,28,1,18,15,3,34,5.0
1349,1,2,8,3,28,1,18,15,3,28,6.0
1350,1,2,8,3,28,1,18,15,6,34,7.0
1351,0,2,8,3,28,1,18,15,3,28,8.0
1352,0,2,8,3,28,1,18,15,3,28,9.0
1353,1,2,8,3,28,1,18,15,3,28,10.0
1354,0,2,8,3,28,1,18,15,3,28,11.0
1355,1,2,8,3,28,1,18,15,3,28,12.0
1356,1,2,8,3,28,1,18,15,3,34,13.0
1357,1,2,8,3,28,1,18,15,3,34,14.0
1391,0,2,9,6,18,0,9,5,6,24,0.0
1392,1,2,9,6,18,0,9,5,6,24,1.0
1393,1,2,9,6,18,0,9,5,12,24,2.0
1395,0,2,9,6,18,0,9,5,6,12,4.0
1444,0,2,10,3,28,0,15,10,9,25,0.0
1445,1,2,10,3,28,0,15,10,3,31,1.0
1447,1,2,10,3,28,0,15,10,9,34,3.0
1448,0,2,10,3,28,0,15,10,9,25,4.0
1449,1,2,10,3,28,0,15,10,6,31,5.0
1450,0,2,10,3,28,0,15,10,6,25,6.0
1451,0,2,10,3,28,0,15,10,3,25,7.0
1452,0,2,10,3,28,0,15,10,3,31,8.0
1453,0,2,10,3,28,0,15,10,3,25,9.0
1493,1,3,0,3,23,0,12,10,3,29,0.0
1494,1,3,0,3,23,0,12,10,6,26,1.0
1495,1,3,0,3,23,0,12,10,6,26,2.0
1496,1,3,0,3,23,0,12,10,3,26,3.0
1497,1,3,0,3,23,0,12,10,3,23,4.0
1498,1,3,0,3,23,0,12,10,6,26,5.0
1499,1,3,0,3,23,0,12,10,3,23,6.0
1500,0,3,0,3,23,0,12,10,3,26,7.0
1501,1,3,0,3,23,0,12,10,3,29,8.0
1502,0,3,0,3,23,0,12,10,3,26,9.0
1578,1,3,2,6,28,1,18,10,6,34,0.0
1580,0,3,2,6,28,1,18,10,18,22,2.0
1581,1,3,2,6,28,1,18,10,6,28,3.0
1582,0,3,2,6,28,1,18,10,6,34,4.0
1583,0,3,2,6,28,1,18,10,12,28,5.0
1584,1,3,2,6,28,1,18,10,12,34,6.0
1585,0,3,2,6,28,1,18,10,12,28,7.0
1586,0,3,2,6,28,1,18,10,12,28,8.0
1667,0,3,4,3,28,1,18,5,9,25,0.0
1669,0,3,4,3,28,1,18,5,3,31,2.0
1670,0,3,4,3,28,1,18,5,6,28,3.0
1671,1,3,4,3,28,1,18,5,6,31,4.0
1705,1,3,5,6,18,0,9,15,18,30,0.0
1706,1,3,5,6,18,0,9,15,12,24,1.0
1707,1,3,5,6,18,0,9,15,6,30,2.0
1708,1,3,5,6,18,0,9,15,12,30,3.0
1709,1,3,5,6,18,0,9,15,6,24,4.0
1710,1,3,5,6,18,0,9,15,18,30,5.0
1711,1,3,5,6,18,0,9,15,6,18,6.0
1712,1,3,5,6,18,0,9,15,12,30,7.0
1713,1,3,5,6,18,0,9,15,18,30,8.0
1714,1,3,5,6,18,0,9,15,12,24,9.0
1715,1,3,5,6,18,0,9,15,6,30,10.0
1716,1,3,5,6,18,0,9,15,12,30,11.0
1717,1,3,5,6,18,0,9,15,6,30,12.0
1718,1,3,5,6,18,0,9,15,18,30,13.0
1719,1,3,5,6,18,0,9,15,18,30,14.0
1761,1,3,6,6,23,1,12,15,12,29,1.0
1762,1,3,6,6,23,1,12,15,18,35,2.0
1763,1,3,6,6,23,1,12,15,12,29,3.0
1764,1,3,6,6,23,1,12,15,12,35,4.0
1765,1,3,6,6,23,1,12,15,6,29,5.0
1766,1,3,6,6,23,1,12,15,6,35,6.0
1767,1,3,6,6,23,1,12,15,6,29,7.0
1768,1,3,6,6,23,1,12,15,12,29,8.0
1769,1,3,6,6,23,1,12,15,6,23,9.0
1770,1,3,6,6,23,1,12,15,6,29,10.0
1771,1,3,6,6,23,1,12,15,6,23,11.0
1772,1,3,6,6,23,1,12,15,6,29,12.0
1773,1,3,6,6,23,1,12,15,12,29,13.0
1774,1,3,6,6,23,1,12,15,6,23,14.0
1815,1,3,7,3,18,0,15,15,3,18,0.0
1816,1,3,7,3,18,0,15,15,3,18,1.0
1817,1,3,7,3,18,0,15,15,3,18,2.0
1818,0,3,7,3,18,0,15,15,3,18,3.0
1819,1,3,7,3,18,0,15,15,3,24,4.0
1820,1,3,7,3,18,0,15,15,6,21,5.0
1821,1,3,7,3,18,0,15,15,6,21,6.0
1822,1,3,7,3,18,0,15,15,3,18,7.0
1823,1,3,7,3,18,0,15,15,6,21,8.0
1824,0,3,7,3,18,0,15,15,6,18,9.0
1825,0,3,7,3,18,0,15,15,3,18,10.0
1826,1,3,7,3,18,0,15,15,6,24,11.0
1827,1,3,7,3,18,0,15,15,6,24,12.0
1828,0,3,7,3,18,0,15,15,6,18,13.0
1829,0,3,7,3,18,0,15,15,6,18,14.0
1856,0,3,8,6,28,1,9,5,6,28,0.0
1858,0,3,8,6,28,1,9,5,18,22,2.0
1859,1,3,8,6,28,1,9,5,6,28,3.0
1860,1,3,8,6,28,1,9,5,6,40,4.0
1893,0,3,9,3,28,0,9,5,6,28,0.0
1894,0,3,9,3,28,0,9,5,6,25,1.0
1895,1,3,9,3,28,0,9,5,3,34,2.0
1896,1,3,9,3,28,0,9,5,9,34,3.0
1897,1,3,9,3,28,0,9,5,3,28,4.0
1938,1,3,10,6,18,1,12,10,18,30,0.0
1939,1,3,10,6,18,1,12,10,12,30,1.0
1940,1,3,10,6,18,1,12,10,6,30,2.0
1941,0,3,10,6,18,1,12,10,6,12,3.0
1942,1,3,10,6,18,1,12,10,12,30,4.0
1943,0,3,10,6,18,1,12,10,12,12,5.0
1944,1,3,10,6,18,1,12,10,6,18,6.0
1945,0,3,10,6,18,1,12,10,6,18,7.0
1946,0,3,10,6,18,1,12,10,6,12,8.0
1947,0,3,10,6,18,1,12,10,6,18,9.0
1983,0,4,0,3,28,1,15,15,3,31,0.0
1984,1,4,0,3,28,1,15,15,6,34,1.0
1985,1,4,0,3,28,1,15,15,3,34,2.0
1986,0,4,0,3,28,1,15,15,3,31,3.0
1987,1,4,0,3,28,1,15,15,9,34,4.0
1988,1,4,0,3,28,1,15,15,6,34,5.0
1989,1,4,0,3,28,1,15,15,9,34,6.0
1990,1,4,0,3,28,1,15,15,3,28,7.0
1991,0,4,0,3,28,1,15,15,3,31,8.0
1992,0,4,0,3,28,1,15,15,6,28,9.0
1993,1,4,0,3,28,1,15,15,3,28,10.0
1994,0,4,0,3,28,1,15,15,3,31,11.0
1995,1,4,0,3,28,1,15,15,9,34,12.0
1996,1,4,0,3,28,1,15,15,9,34,13.0
1997,1,4,0,3,28,1,15,15,6,34,14.0
2033,1,4,1,6,23,0,18,15,6,23,0.0
2034,1,4,1,6,23,0,18,15,6,29,1.0
2036,1,4,1,6,23,0,18,15,12,35,3.0
2037,1,4,1,6,23,0,18,15,6,23,4.0
2038,1,4,1,6,23,0,18,15,6,23,5.0
2039,1,4,1,6,23,0,18,15,12,29,6.0
2040,1,4,1,6,23,0,18,15,6,29,7.0
2041,1,4,1,6,23,0,18,15,6,29,8.0
2042,1,4,1,6,23,0,18,15,18,35,9.0
2043,1,4,1,6,23,0,18,15,12,29,10.0
2044,1,4,1,6,23,0,18,15,6,23,11.0
2045,1,4,1,6,23,0,18,15,18,35,12.0
2046,1,4,1,6,23,0,18,15,18,35,13.0
2047,1,4,1,6,23,0,18,15,6,35,14.0
2090,1,4,2,6,18,0,18,5,6,24,0.0
2091,1,4,2,6,18,0,18,5,12,30,1.0
2092,0,4,2,6,18,0,18,5,6,12,2.0
2093,1,4,2,6,18,0,18,5,18,30,3.0
2160,1,4,4,3,18,0,9,10,3,18,0.0
2161,1,4,4,3,18,0,9,10,9,24,1.0
2162,1,4,4,3,18,0,9,10,9,24,2.0
2163,0,4,4,3,18,0,9,10,3,21,3.0
2164,1,4,4,3,18,0,9,10,3,18,4.0
2165,0,4,4,3,18,0,9,10,6,18,5.0
2166,1,4,4,3,18,0,9,10,3,24,6.0
2168,0,4,4,3,18,0,9,10,6,18,8.0
2216,1,4,5,6,23,1,18,5,6,29,0.0
2217,1,4,5,6,23,1,18,5,12,35,1.0
2218,0,4,5,6,23,1,18,5,6,29,2.0
2219,1,4,5,6,23,1,18,5,12,29,3.0
2220,0,4,5,6,23,1,18,5,6,29,4.0
2247,1,4,6,3,18,1,12,5,3,21,0.0
2248,1,4,6,3,18,1,12,5,6,21,1.0
2249,1,4,6,3,18,1,12,5,9,24,2.0
2250,1,4,6,3,18,1,12,5,3,18,3.0
2251,1,4,6,3,18,1,12,5,6,24,4.0
2292,1,4,7,6,28,0,9,10,6,28,1.0
2293,1,4,7,6,28,0,9,10,6,28,2.0
2294,1,4,7,6,28,0,9,10,6,34,3.0
2295,1,4,7,6,28,0,9,10,12,34,4.0
2297,1,4,7,6,28,0,9,10,6,28,6.0
2298,1,4,7,6,28,0,9,10,6,40,7.0
2299,1,4,7,6,28,0,9,10,6,34,8.0
2300,1,4,7,6,28,0,9,10,12,40,9.0
2339,1,4,8,6,23,1,9,10,6,35,1.0
2340,1,4,8,6,23,1,9,10,6,23,2.0
2342,1,4,8,6,23,1,9,10,12,35,4.0
2343,1,4,8,6,23,1,9,10,12,29,5.0
2344,1,4,8,6,23,1,9,10,6,29,6.0
2345,1,4,8,6,23,1,9,10,6,35,7.0
2346,1,4,8,6,23,1,9,10,6,23,8.0
2347,1,4,8,6,23,1,9,10,12,29,9.0
2423,1,4,10,6,23,1,15,15,6,29,0.0
2424,1,4,10,6,23,1,15,15,12,35,1.0
2425,1,4,10,6,23,1,15,15,6,23,2.0
2426,1,4,10,6,23,1,15,15,6,23,3.0
2427,1,4,10,6,23,1,15,15,6,23,4.0
2429,1,4,10,6,23,1,15,15,12,29,6.0
2430,1,4,10,6,23,1,15,15,12,35,7.0
2431,1,4,10,6,23,1,15,15,12,29,8.0
2432,1,4,10,6,23,1,15,15,6,23,9.0
2433,1,4,10,6,23,1,15,15,6,35,10.0
2435,1,4,10,6,23,1,15,15,12,29,12.0
2436,1,4,10,6,23,1,15,15,6,23,13.0
2437,1,4,10,6,23,1,15,15,6,29,14.0
2475,1,5,0,3,23,1,15,15,3,29,0.0
2476,1,5,0,3,23,1,15,15,3,26,1.0
2477,1,5,0,3,23,1,15,15,6,26,2.0
2478,1,5,0,3,23,1,15,15,3,23,3.0
2479,1,5,0,3,23,1,15,15,3,23,4.0
2480,1,5,0,3,23,1,15,15,3,26,5.0
2481,0,5,0,3,23,1,15,15,3,26,6.0
2482,1,5,0,3,23,1,15,15,3,29,7.0
2483,1,5,0,3,23,1,15,15,6,26,8.0
2484,0,5,0,3,23,1,15,15,3,26,9.0
2485,1,5,0,3,23,1,15,15,3,26,10.0
2487,1,5,0,3,23,1,15,15,9,29,12.0
2489,1,5,0,3,23,1,15,15,6,26,14.0
2522,1,5,1,6,28,0,15,15,18,40,0.0
2523,1,5,1,6,28,0,15,15,12,34,1.0
2525,1,5,1,6,28,0,15,15,12,40,3.0
2527,1,5,1,6,28,0,15,15,6,40,5.0
2528,1,5,1,6,28,0,15,15,12,34,6.0
2530,1,5,1,6,28,0,15,15,12,34,8.0
2531,1,5,1,6,28,0,15,15,18,40,9.0
2532,1,5,1,6,28,0,15,15,12,34,10.0
2533,0,5,1,6,28,0,15,15,6,22,11.0
2534,0,5,1,6,28,0,15,15,6,34,12.0
2535,0,5,1,6,28,0,15,15,6,34,13.0
2536,1,5,1,6,28,0,15,15,6,34,14.0
2579,1,5,2,6,18,0,15,5,6,24,0.0
2580,1,5,2,6,18,0,15,5,6,30,1.0
2581,1,5,2,6,18,0,15,5,18,30,2.0
2582,1,5,2,6,18,0,15,5,6,18,3.0
2583,1,5,2,6,18,0,15,5,12,30,4.0
2623,1,5,3,3,18,1,12,10,3,18,0.0
2624,1,5,3,3,18,1,12,10,6,21,1.0
2625,0,5,3,3,18,1,12,10,3,21,2.0
2626,1,5,3,3,18,1,12,10,6,21,3.0
2627,0,5,3,3,18,1,12,10,3,21,4.0
2628,0,5,3,3,18,1,12,10,6,18,5.0
2629,0,5,3,3,18,1,12,10,3,21,6.0
2630,1,5,3,3,18,1,12,10,9,24,7.0
2631,0,5,3,3,18,1,12,10,6,18,8.0
2632,0,5,3,3,18,1,12,10,3,18,9.0
2670,1,5,4,6,23,1,12,5,12,35,0.0
2671,1,5,4,6,23,1,12,5,6,23,1.0
2672,1,5,4,6,23,1,12,5,18,35,2.0
2674,0,5,4,6,23,1,12,5,6,23,4.0
2723,1,5,5,3,28,0,18,15,3,34,0.0
2724,1,5,5,3,28,0,18,15,9,34,1.0
2725,0,5,5,3,28,0,18,15,3,28,2.0
2726,1,5,5,3,28,0,18,15,3,31,3.0
2727,0,5,5,3,28,0,18,15,6,25,4.0
2728,1,5,5,3,28,0,18,15,9,34,5.0
2729,0,5,5,3,28,0,18,15,6,28,6.0
2730,1,5,5,3,28,0,18,15,9,34,7.0
2731,1,5,5,3,28,0,18,15,6,34,8.0
2732,1,5,5,3,28,0,18,15,3,31,9.0
2733,1,5,5,3,28,0,18,15,3,28,10.0
2734,1,5,5,3,28,0,18,15,3,34,11.0
2735,0,5,5,3,28,0,18,15,6,25,12.0
2736,0,5,5,3,28,0,18,15,6,28,13.0
2737,1,5,5,3,28,0,18,15,3,28,14.0
2844,1,5,8,3,28,1,18,10,6,34,0.0
2845,1,5,8,3,28,1,18,10,6,34,1.0
2846,1,5,8,3,28,1,18,10,3,28,2.0
2847,1,5,8,3,28,1,18,10,3,31,3.0
2848,1,5,8,3,28,1,18,10,6,34,4.0
2849,1,5,8,3,28,1,18,10,9,34,5.0
2850,1,5,8,3,28,1,18,10,3,34,6.0
2851,1,5,8,3,28,1,18,10,9,34,7.0
2852,1,5,8,3,28,1,18,10,3,28,8.0
2891,0,5,9,6,23,0,18,10,6,23,0.0
2892,1,5,9,6,23,0,18,10,6,23,1.0
2893,1,5,9,6,23,0,18,10,6,23,2.0
2896,1,5,9,6,23,0,18,10,6,35,5.0
2897,1,5,9,6,23,0,18,10,6,29,6.0
2898,1,5,9,6,23,0,18,10,6,23,7.0
2899,1,5,9,6,23,0,18,10,12,35,8.0
2900,1,5,9,6,23,0,18,10,12,29,9.0
2924,1,5,10,6,18,1,9,5,12,24,0.0
2925,1,5,10,6,18,1,9,5,6,24,1.0
2926,1,5,10,6,18,1,9,5,6,24,2.0
2927,1,5,10,6,18,1,9,5,18,30,3.0
2928,1,5,10,6,18,1,9,5,12,24,4.0
2967,1,6,0,6,18,1,15,5,6,30,0.0
2968,1,6,0,6,18,1,15,5,18,30,1.0
2969,1,6,0,6,18,1,15,5,6,24,2.0
2970,1,6,0,6,18,1,15,5,6,30,3.0
3006,1,6,1,3,23,0,12,5,9,29,0.0
3007,0,6,1,3,23,0,12,5,3,20,1.0
3008,1,6,1,3,23,0,12,5,6,29,2.0
3009,1,6,1,3,23,0,12,5,3,26,3.0
3010,1,6,1,3,23,0,12,5,9,29,4.0
3049,0,6,2,3,28,0,18,15,6,25,0.0
3050,1,6,2,3,28,0,18,15,3,34,1.0
3051,0,6,2,3,28,0,18,15,6,28,2.0
3052,0,6,2,3,28,0,18,15,3,28,3.0
3053,0,6,2,3,28,0,18,15,3,28,4.0
3054,0,6,2,3,28,0,18,15,6,28,5.0
3055,1,6,2,3,28,0,18,15,3,34,6.0
3056,1,6,2,3,28,0,18,15,9,34,7.0
3057,1,6,2,3,28,0,18,15,9,34,8.0
3059,1,6,2,3,28,0,18,15,3,34,10.0
3061,1,6,2,3,28,0,18,15,3,28,12.0
